Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
HEIDELBERG,35,81,41,39,0,2004,270400035,
KASOTA,40,382,159,213,1,2004,270400040,
KASOTA TWP.,45,964,489,462,1,2004,270400045,
KILKENNY,50,99,41,55,1,2004,270400050,
KILKENNY TWP.,55,229,127,95,0,2004,270400055,
LANESBURGH TWP.,62,1149,701,429,2,2004,270400062,
LE CENTER P-1,65,630,351,266,4,2004,270400065,
LE CENTER P-2,70,441,234,192,1,2004,270400070,
LE SUEUR W-1,75,1186,616,542,2,2004,270400075,
LE SUEUR W-2,80,823,442,360,1,2004,270400080,
LEXINGTON TWP.,85,427,249,165,0,2004,270400085,
MONTGOMERY,90,1452,645,758,4,2004,270400090,
MONTGOMERY TWP.,100,373,199,168,0,2004,270400100,
NEW PRAGUE,105,1068,618,435,2,2004,270400105,
OTTAWA TWP.,110,177,95,77,2,2004,270400110,
SHARON TWP.,115,389,213,167,1,2004,270400115,
TYRONE TWP.,120,348,190,146,3,2004,270400120,
WASHINGTON TWP.,125,524,314,200,0,2004,270400125,
WATERVILLE,130,993,467,491,3,2004,270400130,
WATERVILLE TWP.,140,454,256,194,0,2004,270400140,
ALTA VISTA TWP,5,116,55,59,0,2004,270410005,
ARCO,10,47,17,26,0,2004,270410010,
ASH LAKE TWP,15,94,35,58,0,2004,270410015,
DIAMOND LAKE TWP,20,104,71,32,1,2004,270410020,
DRAMMEN TWP,25,67,43,24,0,2004,270410025,
HANSONVILLE TWP,30,65,29,35,0,2004,270410030,
HENDRICKS,35,409,199,182,0,2004,270410035,
HENDRICKS TWP,40,117,71,42,0,2004,270410040,
HOPE TWP,45,156,88,66,0,2004,270410045,
IVANHOE,50,386,169,207,0,2004,270410050,
LAKE BENTON,55,362,197,145,0,2004,270410055,
LAKE BENTON TWP,60,124,80,42,0,2004,270410060,
LAKE STAY TWP,65,79,35,42,0,2004,270410065,
LIMESTONE,70,83,51,30,0,2004,270410070,
MARBLE TWP,75,93,41,52,0,2004,270410075,
MARSHFIELD TWP,80,122,61,58,0,2004,270410080,
ROYAL TWP,85,106,48,52,0,2004,270410085,
SHAOKATAN TWP,90,112,64,46,0,2004,270410090,
TYLER,95,667,326,323,2,2004,270410095,
VERDI TWP,100,98,56,37,1,2004,270410100,
AMIRET TWP,5,138,91,42,0,2004,270420005,
BALATON,10,332,185,140,0,2004,270420010,
CLIFTON TWP,15,132,81,49,0,2004,270420015,
COON CREEK TWP,20,134,78,55,0,2004,270420020,
COTTONWOOD,25,637,330,293,0,2004,270420025,
CUSTER TWP,30,114,63,47,0,2004,270420030,
EIDSVOLD TWP,35,125,61,59,0,2004,270420035,
FAIRVIEW TWP,40,247,159,78,0,2004,270420040,
FLORENCE,45,19,11,7,0,2004,270420045,
GARVIN,50,70,24,41,0,2004,270420050,
GHENT,55,158,71,82,0,2004,270420055,
GRANDVIEW TWP,60,151,105,45,0,2004,270420060,
ISLAND LAKE TWP,65,127,82,43,0,2004,270420065,
LAKE MARSHALL TWP,70,342,216,118,1,2004,270420070,
LUCAS TWP,75,123,90,31,0,2004,270420075,
LYND,80,155,92,59,0,2004,270420080,
LYND TWP,85,256,162,85,1,2004,270420085,
LYONS TWP,90,105,68,37,0,2004,270420090,
MARSHALL W-1,95,1934,1048,844,3,2004,270420095,
MARSHALL W-2,105,2310,1341,939,0,2004,270420105,
MARSHALL W-3,115,2088,1139,909,5,2004,270420115,
MINNEOTA,125,738,416,299,4,2004,270420125,
MONROE TWP,130,129,73,51,0,2004,270420130,
NORDLAND TWP,135,125,82,41,1,2004,270420135,
ROCK LAKE TWP,140,152,100,44,1,2004,270420140,
RUSSELL,145,207,103,100,0,2004,270420145,
SHELBURNE TWP,150,100,64,30,0,2004,270420150,
SODUS TWP,155,150,102,45,0,2004,270420155,
STANLEY TWP,160,146,99,44,0,2004,270420160,
TAUNTON,165,86,22,60,0,2004,270420165,
TRACY W-1,170,989,486,475,3,2004,270420170,
VALLERS TWP,180,123,72,49,0,2004,270420180,
WESTERHEIM TWP,185,140,87,51,1,2004,270420185,
ACOMA TOWNSHIP,5,698,467,220,0,2004,270430005,
BERGEN TOWNSHIP,10,509,357,139,1,2004,270430010,
BISCAY CITY,15,74,43,30,0,2004,270430015,
BROWNTON CITY,20,406,249,144,0,2004,270430020,
COLLINS TOWNSHIP,25,277,169,102,1,2004,270430025,
GLENCOE CITY P-1,30,634,394,229,1,2004,270430030,
GLENCOE CITY P-2,35,660,376,265,0,2004,270430035,
GLENCOE CITY P-3,40,769,465,287,2,2004,270430040,
GLENCOE CITY P-4,45,481,299,175,0,2004,270430045,
GLENCOE TOWNSHIP,50,320,199,114,0,2004,270430050,
HALE TOWNSHIP,55,471,273,183,0,2004,270430055,
HASSAN VALLEY TOWNSHIP,60,397,260,129,0,2004,270430060,
HELEN TOWNSHIP,65,497,346,142,0,2004,270430065,
HUTCHINSON CITY P-1,70,1992,1121,832,4,2004,270430070,
HUTCHINSON CITY P-2,75,2226,1297,883,7,2004,270430075,
HUTCHINSON CITY P-3,80,2719,1605,1070,4,2004,270430080,
HUTCHINSON TOWNSHIP,95,707,449,251,1,2004,270430095,
LESTER PRAIRIE CITY,100,776,529,229,3,2004,270430100,
LYNN TOWNSHIP,105,312,220,82,1,2004,270430105,
PENN TOWNSHIP,110,157,103,48,1,2004,270430110,
PLATO CITY,115,191,124,58,0,2004,270430115,
RICH VALLEY TOWNSHIP,120,396,247,142,0,2004,270430120,
ROUND GROVE TOWNSHIP,125,132,85,44,0,2004,270430125,
SILVER LAKE CITY,130,409,221,176,0,2004,270430130,
STEWART CITY,135,286,177,102,0,2004,270430135,
SUMTER TOWNSHIP,140,283,194,85,0,2004,270430140,
WINSTED CITY,145,1160,772,360,5,2004,270430145,
WINSTED TOWNSHIP,150,569,366,191,0,2004,270430150,
BEAULIEU TWP,5,66,35,30,1,2004,270440005,
BEJOU,10,52,27,23,1,2004,270440010,
BEJOU TWP,15,53,21,31,0,2004,270440015,
CHIEF TWP,20,81,48,29,1,2004,270440020,
CLOVER TWP,25,43,14,26,0,2004,270440025,
GREGORY TWP,30,51,21,29,0,2004,270440030,
HEIER TWP,35,73,44,28,0,2004,270440035,
ISLAND LAKE TWP,40,126,61,59,0,2004,270440040,
LA GARDE TWP,45,67,39,25,0,2004,270440045,
LAKE GROVE TWP,50,82,48,33,0,2004,270440050,
MAHNOMEN,55,598,268,317,1,2004,270440055,
MARSH CREEK TWP,60,63,41,21,0,2004,270440060,
OAKLAND TWP,65,119,77,40,1,2004,270440065,
PEMBINA TWP,70,257,134,120,0,2004,270440070,
POPPLE GROVE TWP,75,78,36,40,0,2004,270440075,
ROSEDALE TWP,80,91,55,36,0,2004,270440080,
TWIN LAKES TWP,85,276,38,233,0,2004,270440085,
LITTLE ELBOW TWP,90,121,30,91,0,2004,270440090,
WAUBUN,95,229,95,128,3,2004,270440095,
AGDER TWP.,5,59,34,24,0,2004,270450005,
ALMA TWP.,10,59,31,25,0,2004,270450010,
ALVARADO,15,203,121,82,0,2004,270450015,
ARGYLE,20,370,176,182,1,2004,270450020,
AUGSBURG TWP.,25,43,32,11,0,2004,270450025,
BIG WOODS TWP.,30,44,25,18,0,2004,270450030,
BLOOMER TWP.,35,57,30,26,0,2004,270450035,
BOXVILLE TWP.,40,25,16,8,0,2004,270450040,
CEDAR TWP.,45,56,33,18,0,2004,270450045,
COMO TWP.,50,31,15,14,0,2004,270450050,
COMSTOCK TWP.,55,78,53,25,0,2004,270450055,
DONNELLY TWP.,60,20,15,5,0,2004,270450060,
EAGLE POINT TWP.,65,18,7,11,0,2004,270450065,
EAST PARK TWP.,70,9,2,7,0,2004,270450070,
EAST VALLEY TWP.,75,31,23,8,0,2004,270450075,
ECKVOLL TWP.,80,47,20,27,0,2004,270450080,
ESPELIE TWP.,85,24,12,12,0,2004,270450085,
EXCEL TWP.,90,174,105,66,0,2004,270450090,
FOLDAHL TWP.,95,50,25,23,0,2004,270450095,
FORK TWP.,100,5,2,3,0,2004,270450100,
GRAND PLAIN TWP.,105,36,20,16,0,2004,270450105,
GRYGLA,110,129,51,74,0,2004,270450110,
HOLT,115,43,24,19,0,2004,270450115,
HOLT TWP.,120,78,51,21,0,2004,270450120,
HUNTLY TWP.,125,43,20,16,0,2004,270450125,
LINCOLN TWP.,130,74,36,35,0,2004,270450130,
LINSELL TWP.,135,19,10,9,0,2004,270450135,
MCCREA TWP.,140,167,105,62,0,2004,270450140,
MARSH GROVE TWP.,145,80,49,30,0,2004,270450145,
MIDDLE RIVER,150,139,76,60,0,2004,270450150,
MIDDLE RIVER TWP.,155,59,35,21,0,2004,270450155,
MOOSE RIVER TWP.,160,22,12,10,0,2004,270450160,
MOYLAN TWP.,165,66,28,34,0,2004,270450165,
NELSON PARK TWP.,170,96,51,44,0,2004,270450170,
NEWFOLDEN,175,191,110,79,0,2004,270450175,
NEW FOLDEN TWP.,180,133,86,41,1,2004,270450180,
NEW MAINE TWP.,185,112,66,45,1,2004,270450185,
NEW SOLUM TWP.,190,169,121,46,0,2004,270450190,
OAK PARK TWP.,195,92,51,36,1,2004,270450195,
OSLO,200,158,74,71,0,2004,270450200,
PARKER TWP.,205,29,12,17,0,2004,270450205,
ROLLIS TWP.,210,88,46,37,0,2004,270450210,
SINNOTT TWP.,215,29,16,13,0,2004,270450215,
SPRUCE VALLEY TWP.,220,103,52,49,0,2004,270450220,
STEPHEN,225,360,209,143,1,2004,270450225,
STRANDQUIST,230,50,12,34,0,2004,270450230,
TAMARAC TWP.,235,55,35,18,0,2004,270450235,
THIEF LAKE TWP.,240,35,16,18,0,2004,270450240,
VALLEY TWP.,245,105,59,42,1,2004,270450245,
VEGA TWP.,250,85,49,35,0,2004,270450250,
VELDT TWP.,255,26,10,16,0,2004,270450255,
VIKING,260,62,42,19,0,2004,270450260,
VIKING TWP.,265,88,59,29,0,2004,270450265,
WANGER TWP.,270,47,16,28,0,2004,270450270,
WARREN W-1,275,512,303,194,0,2004,270450275,
WARREN W-2,280,430,249,171,1,2004,270450280,
WARRENTON TWP.,285,52,34,16,0,2004,270450285,
WEST VALLEY TWP.,290,89,63,26,0,2004,270450290,
WHITEFORD TWP.,295,22,11,11,0,2004,270450295,
WRIGHT TWP.,300,72,41,28,1,2004,270450300,
CEDAR TWP.,5,142,96,43,0,2004,270460005,
CENTER CREEK TWP.,10,133,80,49,0,2004,270460010,
CEYLON,15,181,71,103,0,2004,270460015,
DUNNELL,20,104,65,35,0,2004,270460020,
EAST CHAIN TWP.,25,183,135,42,1,2004,270460025,
ELM CREEK TWP.,30,104,57,47,0,2004,270460030,
FAIRMONT W-1 P-1,35,687,430,241,0,2004,270460035,
FAIRMONT W-1 P-2,40,900,551,333,1,2004,270460040,
FAIRMONT W-2 P-1,50,753,424,312,2,2004,270460050,
FAIRMONT W-2 P-2,55,896,543,336,2,2004,270460055,
FAIRMONT W-3 P-1,65,542,270,264,0,2004,270460065,
FAIRMONT W-3 P-2,70,536,260,258,0,2004,270460070,
FAIRMONT W-4 P-1,80,596,335,248,0,2004,270460080,
FAIRMONT W-4 P-2,85,532,236,274,2,2004,270460085,
FAIRMONT TWP.,95,174,111,58,0,2004,270460095,
FOX LAKE TWP.,100,170,104,58,1,2004,270460100,
FRASER TWP.,105,152,101,46,0,2004,270460105,
GALENA TWP.,110,144,76,65,0,2004,270460110,
GRANADA,115,174,79,93,0,2004,270460115,
JAY TWP.,120,145,94,46,1,2004,270460120,
LAKE BELT TWP.,125,123,68,54,0,2004,270460125,
LAKE FREMONT TWP.,130,113,75,36,0,2004,270460130,
MANYASKA TWP.,135,196,109,79,0,2004,270460135,
NASHVILLE TWP.,140,125,75,46,1,2004,270460140,
NORTHROP,145,133,80,49,0,2004,270460145,
ORMSBY,150,32,15,10,0,2004,270460150,
PLEASANT PRAIRIE,155,148,74,67,0,2004,270460155,
ROLLING GREEN TWP.,160,162,85,67,0,2004,270460160,
RUTLAND TWP.,165,225,136,82,0,2004,270460165,
SHERBURN,170,582,285,274,4,2004,270460170,
SILVER LAKE TWP.,175,297,165,127,0,2004,270460175,
TENHASSEN TWP.,180,156,99,56,1,2004,270460180,
TRIMONT,185,379,205,155,1,2004,270460185,
TRUMAN,195,612,359,233,1,2004,270460195,
WAVERLY TWP.,200,136,82,47,1,2004,270460200,
WELCOME,205,374,161,200,1,2004,270460205,
WESTFORD TWP.,210,186,120,57,0,2004,270460210,
ACTON TOWNSHIP,5,200,85,110,1,2004,270470005,
CEDAR MILLS,10,32,17,13,0,2004,270470010,
CEDAR MILLS TWP.,15,257,159,94,1,2004,270470015,
COLLINWOOD TWP.,20,621,410,195,0,2004,270470020,
COSMOS,25,300,133,154,0,2004,270470025,
COSMOS TWP.,30,120,67,49,0,2004,270470030,
DANIELSON TWP.,35,197,115,75,0,2004,270470035,
DARWIN,40,165,78,79,0,2004,270470040,
DARWIN TWP.,45,433,244,175,3,2004,270470045,
DASSEL,50,723,452,250,0,2004,270470050,
DASSEL TWP.,55,912,589,302,0,2004,270470055,
EDEN VALLEY,60,257,117,128,0,2004,270470060,
ELLSWORTH TWP.,65,542,342,189,1,2004,270470065,
FOREST CITY TWP.,70,352,197,146,2,2004,270470070,
FOREST PRAIRIE TWP.,75,470,271,189,0,2004,270470075,
GREENLEAF TWP.,80,466,269,187,0,2004,270470080,
GROVE CITY,85,331,137,182,0,2004,270470085,
HARVEY TWP.,90,211,123,82,2,2004,270470090,
KINGSTON,95,88,54,31,0,2004,270470095,
KINGSTON TWP.,100,676,383,264,0,2004,270470100,
LITCHFIELD W-1,105,794,426,358,1,2004,270470105,
LITCHFIELD W-2,110,621,285,323,0,2004,270470110,
LITCHFIELD W-3,115,638,323,298,0,2004,270470115,
LITCHFIELD W-4,120,772,376,377,4,2004,270470120,
LITCHFIELD W-5,125,578,242,313,1,2004,270470125,
LITCHFIELD TWP.,130,517,303,202,0,2004,270470130,
MANANNAH TWP.,135,279,160,109,0,2004,270470135,
SWEDE GROVE TWP.,140,177,97,74,0,2004,270470140,
UNION GROVE TWP.,145,332,191,132,0,2004,270470145,
WATKINS,150,439,209,212,1,2004,270470150,
BOCK,5,53,22,29,0,2004,270480005,
BOGUS BROOK TWP.,10,680,448,219,0,2004,270480010,
BORGHOLM TWP.,15,807,472,315,0,2004,270480015,
BRADBURY TWP.,20,112,58,54,0,2004,270480020,
DAILEY TWP.,25,124,59,63,0,2004,270480025,
EAST SIDE TWP.,30,463,206,236,0,2004,270480030,
FORESTON,35,243,134,104,0,2004,270480035,
GREENBUSH TWP.,40,734,435,280,2,2004,270480040,
HAYLAND TWP.,45,240,133,101,0,2004,270480045,
ISLE,50,485,224,248,3,2004,270480050,
ISLE HARBOR TWP.,55,327,183,137,1,2004,270480055,
KATHIO TWP.,60,649,164,477,1,2004,270480060,
LEWIS TWP.,65,29,15,10,1,2004,270480065,
MILACA,70,1427,770,607,2,2004,270480070,
MILACA TWP.,75,789,470,308,2,2004,270480075,
MILO TWP.,80,738,481,235,1,2004,270480080,
MUDGETT TWP.,85,61,45,16,0,2004,270480085,
ONAMIA,90,351,145,192,2,2004,270480090,
ONAMIA TWP.,95,283,131,138,4,2004,270480095,
PAGE TWP.,100,332,194,130,0,2004,270480100,
PEASE,105,90,60,26,1,2004,270480105,
PRINCETON,110,2270,1234,991,7,2004,270480110,
PRINCETON TWP.,115,1265,768,478,2,2004,270480115,
SOUTH HARBOR TWP.,120,462,242,213,1,2004,270480120,
WAHKON,125,175,101,70,0,2004,270480125,
AGRAM TOWNSHIP,5,284,185,90,2,2004,270490005,
BELLE PRAIRIE TOWNSHIP,10,697,422,265,0,2004,270490010,
BELLEVUE TOWNSHIP,15,572,354,202,0,2004,270490015,
BOWLUS,20,153,78,65,0,2004,270490020,
BUCKMAN,25,95,57,34,1,2004,270490025,
BUCKMAN TOWNSHIP,30,284,205,70,1,2004,270490030,
BUH TOWNSHIP,35,278,173,94,1,2004,270490035,
CULDRUM TOWNSHIP,45,257,168,85,0,2004,270490045,
CUSHING TOWNSHIP,50,393,215,164,1,2004,270490050,
DARLING TOWNSHIP,55,349,214,126,1,2004,270490055,
ELMDALE,60,59,25,31,0,2004,270490060,
ELMDALE TOWNSHIP,65,483,328,140,0,2004,270490065,
FLENSBURG,70,122,71,46,0,2004,270490070,
GENOLA,75,36,24,11,0,2004,270490075,
GRANITE TOWNSHIP,80,236,147,84,0,2004,270490080,
GREEN PRAIRIE TOWNSHIP,85,413,233,167,0,2004,270490085,
HARDING,90,42,23,18,0,2004,270490090,
HILLMAN,95,18,12,6,0,2004,270490095,
HILLMAN TOWNSHIP,100,84,52,30,1,2004,270490100,
LAKIN TOWNSHIP,105,221,109,107,0,2004,270490105,
LASTRUP,110,48,24,22,0,2004,270490110,
LEIGH TOWNSHIP,115,72,40,29,1,2004,270490115,
LITTLE FALLS W-1,120,1386,672,675,3,2004,270490120,
LITTLE FALLS W-2,125,1506,805,675,4,2004,270490125,
LITTLE FALLS W-3,130,1146,604,508,2,2004,270490130,
LITTLE FALLS TOWNSHIP,135,980,613,353,1,2004,270490135,
MORRILL TOWNSHIP,140,312,180,118,3,2004,270490140,
MOTLEY,145,293,160,123,1,2004,270490145,
MOTLEY TOWNSHIP,150,125,68,54,0,2004,270490150,
MOUNT MORRIS TOWNSHIP,155,30,15,14,0,2004,270490155,
PARKER TOWNSHIP,160,240,145,89,0,2004,270490160,
PIERZ,165,665,351,299,0,2004,270490165,
PIERZ TOWNSHIP,170,222,141,76,1,2004,270490170,
PIKE CREEK TOWNSHIP,175,548,309,229,1,2004,270490175,
PLATTE TOWNSHIP,180,153,95,52,0,2004,270490180,
PULASKI TOWNSHIP,185,167,92,73,0,2004,270490185,
RANDALL,195,334,181,146,0,2004,270490195,
RICHARDSON TOWNSHIP,200,297,175,115,0,2004,270490200,
RIPLEY TOWNSHIP,205,400,242,141,1,2004,270490205,
ROSING TOWNSHIP,210,72,47,24,0,2004,270490210,
ROYALTON,215,523,297,213,0,2004,270490215,
SCANDIA VALLEY TOWNSHIP,220,832,500,316,3,2004,270490220,
SOBIESKI,225,90,33,49,0,2004,270490225,
SWAN RIVER TOWNSHIP,230,395,208,180,1,2004,270490230,
SWANVILLE,235,189,108,75,0,2004,270490235,
SWANVILLE TOWNSHIP,240,240,159,71,1,2004,270490240,
TWO RIVERS TOWNSHIP,245,373,205,153,1,2004,270490245,
UPSALA,250,231,134,87,0,2004,270490250,
ADAMS,5,458,189,259,0,2004,270500005,
ADAMS TWP.,10,255,112,133,0,2004,270500010,
AUSTIN W-1 P-1,15,1920,655,1231,2,2004,270500015,
AUSTIN W-1 P-2,20,2114,708,1350,4,2004,270500020,
AUSTIN W-2 P-1,30,1821,672,1111,2,2004,270500030,
AUSTIN W-2 P-2,35,2386,946,1388,2,2004,270500035,
AUSTIN W-3 P-1,50,1428,377,1029,3,2004,270500050,
AUSTIN W-3 P-2,55,2068,572,1451,5,2004,270500055,
AUSTIN TWP.,70,673,226,438,0,2004,270500070,
BENNINGTON TWP.,75,106,53,47,0,2004,270500075,
BROWNSDALE,80,405,176,223,0,2004,270500080,
CLAYTON TWP.,85,99,39,57,1,2004,270500085,
DEXTER,90,211,90,115,0,2004,270500090,
DEXTER TWP.,95,175,95,76,0,2004,270500095,
ELKTON,100,86,31,53,0,2004,270500100,
FRANKFORD TWP.,105,216,142,70,1,2004,270500105,
GRAND MEADOW,110,526,254,265,1,2004,270500110,
GRAND MEADOW TWP.,115,193,81,111,0,2004,270500115,
LANSING TWP.,120,741,260,465,2,2004,270500120,
LE ROY,125,529,200,318,1,2004,270500125,
LE ROY TWP.,130,210,92,113,0,2004,270500130,
LODI TWP.,135,142,77,61,0,2004,270500135,
LYLE,140,319,100,212,1,2004,270500140,
LYLE TWP.,145,234,101,129,1,2004,270500145,
MAPLEVIEW,150,78,15,62,0,2004,270500150,
MARSHALL TWP.,155,196,86,108,0,2004,270500155,
NEVADA TWP.,160,220,81,133,1,2004,270500160,
PLEASANT VALLEY,165,172,83,83,0,2004,270500165,
RACINE,170,233,137,91,0,2004,270500170,
RACINE TWP.,175,280,191,85,0,2004,270500175,
RED ROCK TWP.,180,471,201,266,0,2004,270500180,
ROSE CREEK,185,215,49,163,0,2004,270500185,
SARGEANT,190,46,29,17,0,2004,270500190,
SARGEANT TWP.,195,169,89,67,0,2004,270500195,
TAOPI,200,44,12,29,2,2004,270500200,
UDOLPHO TWP.,205,271,109,158,0,2004,270500205,
WALTHAM,210,99,40,56,0,2004,270500210,
WALTHAM TWP.,215,232,129,97,0,2004,270500215,
WINDOM TWP.,220,316,92,214,1,2004,270500220,
AVOCA,5,77,35,42,0,2004,270510005,
BELFAST TWP,10,103,58,42,0,2004,270510010,
BONDIN TWP,15,179,101,73,2,2004,270510015,
CAMERON TWP,20,77,51,25,0,2004,270510020,
CHANARAMBIE TWP,25,124,86,35,0,2004,270510025,
CHANDLER,30,139,117,19,0,2004,270510030,
CURRIE,35,118,43,65,1,2004,270510035,
DES MOINES RIVER,40,108,52,55,0,2004,270510040,
DOVRAY TWP,45,94,46,45,1,2004,270510045,
DOVRAY CITY,46,41,13,27,0,2004,270510046,
ELLSBOROUGH TWP,50,85,39,45,0,2004,270510050,
FENTON TWP,55,104,68,33,0,2004,270510055,
FULDA,60,677,330,322,3,2004,270510060,
HADLEY,65,46,10,35,0,2004,270510065,
HOLLY TWP,70,78,42,36,0,2004,270510070,
IONA,75,78,36,38,0,2004,270510075,
IONA TWP,80,86,40,44,0,2004,270510080,
LAKE SARAH TWP,85,257,135,119,0,2004,270510085,
LAKE WILSON,90,141,73,68,0,2004,270510090,
LEEDS TWP,95,122,85,35,0,2004,270510095,
LIME LAKE TWP,100,119,63,54,1,2004,270510100,
LOWVILLE TWP,105,99,53,44,0,2004,270510105,
MASON TWP,110,182,97,82,0,2004,270510110,
MOULTON TWP,115,142,117,24,0,2004,270510115,
MURRAY TWP,120,112,56,52,0,2004,270510120,
SHETEK TWP,125,203,112,90,0,2004,270510125,
SKANDIA TWP,130,72,37,34,0,2004,270510130,
SLAYTON CITY,135,1188,595,565,2,2004,270510135,
SLAYTON TWP,140,203,129,70,0,2004,270510140,
BELGRADE TOWNSHIP,5,674,398,262,2,2004,270520005,
BERNADOTTE TOWNSHIP,10,190,110,78,0,2004,270520010,
BRIGHTON TOWNSHIP,15,90,62,26,1,2004,270520015,
CITY OF COURTLAND,20,320,202,106,1,2004,270520020,
COURTLAND TOWNSHIP,25,377,273,93,0,2004,270520025,
GRANBY TOWNSHIP,30,162,110,49,1,2004,270520030,
CITY OF LAFAYETTE,35,279,156,111,1,2004,270520035,
LAFAYETTE TOWNSHIP,40,418,230,178,0,2004,270520040,
LAKE PRAIRIE TOWNSHIP,45,408,240,158,1,2004,270520045,
MANKATO W-2 P-30,50,0,0,0,0,2004,270520050,
NEW SWEDEN TOWNSHIP,55,194,115,73,0,2004,270520055,
CITY OF NICOLLET,60,540,341,186,2,2004,270520060,
NICOLLET TOWNSHIP,65,307,204,99,0,2004,270520065,
N MANKATO P 1-A,70,371,156,203,0,2004,270520070,
N MANKATO P 1-B,75,669,251,406,3,2004,270520075,
N MANKATO P 2-A,80,717,296,400,3,2004,270520080,
N MANKATO P 2-B,85,870,374,471,4,2004,270520085,
N MANKATO P 3-A,90,968,480,473,2,2004,270520090,
N MANKATO P 3-B,95,386,173,202,1,2004,270520095,
N MANKATO P 4-A,100,838,420,395,2,2004,270520100,
N MANKATO P 4-B,105,744,392,350,0,2004,270520105,
N MANKATO P 5-A,106,68,44,24,0,2004,270520106,
N MANKATO P 5-B,107,812,458,346,1,2004,270520107,
N MANKATO P 6-A,108,821,429,378,3,2004,270520108,
N MANKATO P 6-B,109,265,135,124,2,2004,270520109,
OSHAWA TOWNSHIP,110,329,175,148,2,2004,270520110,
RIDGELY TOWNSHIP,115,53,29,22,0,2004,270520115,
ST PETER W-1 P-1,120,1511,664,812,3,2004,270520120,
ST PETER W-1 P-2,125,1150,506,623,1,2004,270520125,
ST PETER W-2 P-1,130,1538,460,1046,6,2004,270520130,
ST PETER W-2 P-2,135,1330,520,784,4,2004,270520135,
TRAVERSE TOWNSHIP,140,206,113,87,1,2004,270520140,
WEST NEWTON TOWNSHIP,145,260,173,84,1,2004,270520145,
ADRIAN,5,573,264,298,0,2004,270530005,
BIGELOW,10,106,64,38,0,2004,270530010,
BIGELOW TWP.,15,236,173,62,0,2004,270530015,
BLOOM TWP.,20,107,56,46,0,2004,270530020,
BREWSTER,25,240,117,116,0,2004,270530025,
DEWALD TWP.,30,153,92,52,0,2004,270530030,
DUNDEE,35,66,15,43,1,2004,270530035,
ELK TWP.,40,157,102,53,0,2004,270530040,
ELLSWORTH,45,253,149,91,0,2004,270530045,
GRAHAM LAKES TWP.,50,130,67,60,0,2004,270530050,
GRAND PRAIRIE TWP.,55,99,71,26,0,2004,270530055,
HERSEY TWP.,60,129,69,57,0,2004,270530060,
INDIAN LAKE TWP.,65,141,106,35,0,2004,270530065,
KINBRAE,70,9,4,4,0,2004,270530070,
LARKIN TWP.,75,106,75,28,0,2004,270530075,
LEOTA TWP.,80,285,243,31,0,2004,270530080,
LISMORE,85,117,44,62,0,2004,270530085,
LISMORE TWP.,90,90,46,42,0,2004,270530090,
LITTLE ROCK TWP.,95,95,59,32,0,2004,270530095,
LORAIN TWP.,100,165,90,71,0,2004,270530100,
OLNEY TWP.,105,87,49,31,1,2004,270530105,
RANSOM TWP.,110,135,68,61,0,2004,270530110,
ROUND LAKE,115,222,105,110,0,2004,270530115,
RUSHMORE,120,169,83,76,0,2004,270530120,
SEWARD TWP.,125,132,82,43,1,2004,270530125,
SUMMIT LAKE TWP.,130,173,88,80,0,2004,270530130,
WESTSIDE TWP.,135,103,63,39,1,2004,270530135,
WILMONT,140,180,86,87,2,2004,270530140,
WILMONT TWP.,145,117,60,55,0,2004,270530145,
WORTHINGTON W-1 P-1,150,645,374,252,2,2004,270530150,
WORTHINGTON W-1 P-2,155,342,165,162,0,2004,270530155,
WORTHINGTON W-1 P-3,160,331,151,171,0,2004,270530160,
WORTHINGTON W-1 P-4,165,401,183,191,3,2004,270530165,
WORTHINGTON W-1 P-5,166,324,161,149,0,2004,270530166,
WORTHINGTON W-2 P-1,170,626,371,233,1,2004,270530170,
WORTHINGTON W-2 P-2,175,600,346,239,0,2004,270530175,
WORTHINGTON W-2 P-3,180,401,203,173,6,2004,270530180,
WORTHINGTON W-2 P-4,185,417,187,213,1,2004,270530185,
WORTHINGTON W-2 P-5,186,545,302,224,1,2004,270530186,
WORTHINGTON TWP.,190,192,126,62,0,2004,270530190,
ADA W-1,5,436,205,221,2,2004,270540005,
ADA W-2,10,469,228,233,1,2004,270540010,
ANTHONY TWP.,15,42,28,13,0,2004,270540015,
BEAR PARK TWP.,20,111,44,62,0,2004,270540020,
BORUP,25,54,22,32,0,2004,270540025,
FLOM TWP.,30,121,49,66,0,2004,270540030,
FOSSUM TWP.,35,93,40,52,1,2004,270540035,
GARY,40,115,41,69,2,2004,270540040,
GOOD HOPE TWP.,45,26,16,9,0,2004,270540045,
GREEN MEADOW TWP.,50,67,22,42,0,2004,270540050,
HALSTAD,55,310,152,145,1,2004,270540055,
HALSTAD TWP.,60,76,60,16,0,2004,270540060,
HEGNE TWP.,65,36,23,12,0,2004,270540065,
HENDRUM,70,164,78,76,1,2004,270540070,
HENDRUM TWP.,75,75,44,30,0,2004,270540075,
HOME LAKE TWP.,80,73,33,39,0,2004,270540080,
LAKE IDA TWP.,85,91,42,47,1,2004,270540085,
LEE TWP.,90,93,37,53,0,2004,270540090,
LOCKHART TWP.,95,35,21,13,0,2004,270540095,
MCDONALDSVILLE TWP.,100,107,59,45,0,2004,270540100,
