Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
GRAND RAPIDS P-3,151,989,365,602,0,2008,270310151,
GRAND RAPIDS TWP - 8,152,381,154,210,1,2008,270310152,
GRAND RAPIDS P-4,155,1730,793,888,2,2008,270310155,
GRAND RAPIDS P-5,161,1004,387,584,0,2008,270310161,
GRAND RAPIDS TWP - 9,162,21,12,9,0,2008,270310162,
GRAND RAPIDS TWP - 10,165,199,102,94,0,2008,270310165,
GRAND RAPIDS TWP- 7,170,186,66,113,0,2008,270310170,
GRATTAN TWP,175,25,20,3,0,2008,270310175,
GREENWAY TWP P-1,184,135,33,100,0,2008,270310184,
GREENWAY TWP P-2,189,8,5,3,0,2008,270310189,
GREENWAY TWP P-3,195,383,115,249,4,2008,270310195,
HARRIS TWP,200,1928,932,962,2,2008,270310200,
INGER PREC,205,112,38,73,0,2008,270310205,
IRON RANGE TWP,209,159,63,91,0,2008,270310209,
KEEWATIN,215,607,122,461,3,2008,270310215,
KINGHURST TWP,220,65,39,17,0,2008,270310220,
LAKE JESSIE TWP,225,171,85,83,0,2008,270310225,
LAPRAIRIE - 6,227,304,130,165,1,2008,270310227,
LAWRENCE TWP,230,272,74,190,1,2008,270310230,
LIBERTY TWP,235,29,13,14,0,2008,270310235,
LONE PINE TWP,240,304,108,187,0,2008,270310240,
GRAVE LAKE PREC,244,80,31,44,0,2008,270310244,
LONG LAKE PREC,245,162,72,81,1,2008,270310245,
MARBLE,247,324,68,240,0,2008,270310247,
MARCELL TWP,249,282,152,125,0,2008,270310249,
MAX TWP,255,53,26,24,0,2008,270310255,
MCLEOD PREC,260,370,121,235,1,2008,270310260,
MOOSE PARK TWP,265,33,26,7,0,2008,270310265,
MORSE TWP,270,314,166,140,0,2008,270310270,
NASHWAUK P-2,280,571,131,427,2,2008,270310280,
NASHWAUK TWP,285,440,136,294,0,2008,270310285,
NORE TWP,290,22,14,6,0,2008,270310290,
OTENEAGEN TWP,295,148,79,65,0,2008,270310295,
POMROY TWP,300,13,7,6,0,2008,270310300,
SAGO TWP,305,104,41,58,0,2008,270310305,
SAND LAKE TWP,310,106,66,38,0,2008,270310310,
SPANG TWP,320,148,74,66,1,2008,270310320,
SPLITHAND TWP,327,133,64,68,0,2008,270310327,
SQUAW LAKE,330,32,10,22,0,2008,270310330,
STOKES TWP,335,140,66,71,1,2008,270310335,
TACONITE,339,201,53,140,0,2008,270310339,
SUGAR LAKE PREC,340,628,328,281,1,2008,270310340,
THIRD RIVER TWP,345,39,25,14,0,2008,270310345,
TROUT LAKE TWP,350,635,253,366,1,2008,270310350,
WABANA TWP,355,339,161,173,0,2008,270310355,
WARBA,360,80,16,62,0,2008,270310360,
WAWINA TWP,365,34,17,16,0,2008,270310365,
WELLERS-MCCORMICK PREC,370,204,115,85,0,2008,270310370,
WILDWOOD TWP,372,91,36,54,0,2008,270310372,
WINNIBIGOSHISH PREC,375,82,47,34,0,2008,270310375,
WIRT TWP,380,60,34,24,0,2008,270310380,
ZEMPLE,385,37,19,16,0,2008,270310385,
ALBA TWP.,5,102,51,46,0,2008,270320005,
ALPHA,10,62,28,33,0,2008,270320010,
BELMONT TWP.,15,122,69,51,0,2008,270320015,
CHRISTIANIA TWP.,20,172,73,96,2,2008,270320020,
DELAFIELD TWP.,25,141,69,68,0,2008,270320025,
DES MOINES TWP.,30,150,76,69,1,2008,270320030,
ENTERPRISE TWP.,35,97,51,45,0,2008,270320035,
EWINGTON TWP.,40,135,74,58,0,2008,270320040,
HERON LAKE,45,337,139,180,1,2008,270320045,
HERON LAKE TWP.,50,180,96,71,0,2008,270320050,
HUNTER TWP.,55,143,79,55,0,2008,270320055,
JACKSON W-1 P-1,60,275,119,141,1,2008,270320060,
JACKSON W-1 P-2,65,589,306,268,2,2008,270320065,
JACKSON W-2 P-1,70,468,230,225,2,2008,270320070,
JACKSON W-2 P-2,75,397,203,179,2,2008,270320075,
KIMBALL TWP.,80,70,34,30,0,2008,270320080,
LA CROSSE TWP.,85,98,37,55,0,2008,270320085,
LAKEFIELD P-1,90,456,216,217,1,2008,270320090,
LAKEFIELD P-2,95,472,221,230,1,2008,270320095,
MIDDLETOWN TWP.,100,142,71,67,1,2008,270320100,
MINNEOTA TWP.,105,164,92,67,1,2008,270320105,
OKABENA,110,105,44,53,1,2008,270320110,
PETERSBURG TWP.,115,144,108,35,0,2008,270320115,
ROST TWP.,120,125,76,42,1,2008,270320120,
ROUND LAKE TWP.,125,83,45,37,0,2008,270320125,
SIOUX VALLEY TWP.,130,127,65,58,0,2008,270320130,
WEIMER TWP.,135,79,52,26,0,2008,270320135,
WEST HERON LAKE TWP.,140,91,43,46,1,2008,270320140,
WILDER,145,38,10,23,1,2008,270320145,
WISCONSIN TWP.,150,130,81,47,0,2008,270320150,
ANN LAKE TWP.,5,235,109,118,3,2008,270330005,
ARTHUR TWP.,10,983,501,452,6,2008,270330010,
BRAHAM,15,0,0,0,0,2008,270330015,
BRUNSWICK TWP.,20,755,412,323,2,2008,270330020,
COMFORT TWP.,25,601,331,240,3,2008,270330025,
FORD TWP.,30,98,55,42,0,2008,270330030,
GRASS LAKE TWP.,35,550,298,230,3,2008,270330035,
GRASSTON,40,90,45,43,0,2008,270330040,
HAY BROOK TWP.,45,140,86,50,0,2008,270330045,
HILLMAN TWP.,50,226,146,73,1,2008,270330050,
KANABEC TWP.,55,473,253,199,0,2008,270330055,
KNIFE LAKE TWP.,60,651,348,288,2,2008,270330060,
KROSCHEL TWP.,65,120,69,45,1,2008,270330065,
MORA,70,1707,805,844,5,2008,270330070,
OGILVIE,80,185,76,93,1,2008,270330080,
PEACE TWP.,85,506,252,231,2,2008,270330085,
POMROY TWP.,90,224,153,61,0,2008,270330090,
QUAMBA,95,54,39,14,0,2008,270330095,
SOUTH FORK TWP.,100,424,228,174,0,2008,270330100,
WHITED TWP.,105,514,273,223,2,2008,270330105,
ARCTANDER TWP.,5,230,110,114,0,2008,270340005,
ATWATER,10,613,286,311,0,2008,270340010,
BLOMKEST,15,104,58,45,0,2008,270340015,
BURBANK TWP.,20,245,126,116,0,2008,270340020,
COLFAX TWP.,25,339,139,189,0,2008,270340025,
DOVRE TWP.,30,1340,752,570,0,2008,270340030,
EAST LAKE LILLIAN TWP,35,103,42,55,1,2008,270340035,
EDWARDS TWP.,40,159,103,52,0,2008,270340040,
FAHLUN TWP.,45,212,106,98,0,2008,270340045,
GENNESSEE TWP.,50,218,99,111,1,2008,270340050,
GREEN LAKE TWP.,55,1050,594,436,2,2008,270340055,
HARRISON TWP.,60,363,182,168,0,2008,270340060,
HOLLAND TWP.,65,223,180,41,0,2008,270340065,
IRVING TWP.,70,612,313,288,0,2008,270340070,
KANDIYOHI,75,279,147,125,1,2008,270340075,
KANDIYOHI TWP.,80,388,207,169,0,2008,270340080,
LAKE ANDREW TWP.,85,698,382,307,1,2008,270340085,
LAKE ELIZABETH TWP.,90,113,37,73,0,2008,270340090,
LAKE LILLIAN,95,124,40,83,0,2008,270340095,
LAKE LILLIAN TWP.,100,118,63,53,0,2008,270340100,
MAMRE TWP.,105,219,145,63,0,2008,270340105,
NEW LONDON,110,673,289,358,4,2008,270340110,
NEW LONDON TWP.,115,1781,911,825,2,2008,270340115,
NORWAY LAKE TWP.,120,176,85,83,0,2008,270340120,
PENNOCK,125,215,110,98,0,2008,270340125,
PRINSBURG,130,337,307,30,0,2008,270340130,
RAYMOND,135,386,200,171,4,2008,270340135,
REGAL,140,25,12,12,0,2008,270340140,
ROSELAND TWP.,145,231,153,74,0,2008,270340145,
ROSEVILLE TWP.,150,301,175,113,1,2008,270340150,
ST. JOHNS TWP.,155,220,132,81,0,2008,270340155,
SPICER,160,665,317,329,1,2008,270340160,
SUNBURG,165,57,30,26,0,2008,270340165,
WHITEFIELD TWP.,170,271,169,93,0,2008,270340170,
WILLMAR W-1 P-1,175,720,431,278,2,2008,270340175,
WILLMAR W-1 P-2,180,585,248,328,1,2008,270340180,
WILLMAR W-1 P-3,185,620,283,327,0,2008,270340185,
WILLMAR W-2 P-1,190,748,325,400,2,2008,270340190,
WILLMAR W-2 P-2,195,932,512,394,3,2008,270340195,
WILLMAR W-2 P-3,200,1070,563,472,4,2008,270340200,
WILLMAR W-3 P-1,205,833,400,419,1,2008,270340205,
WILLMAR W-3 P-2,210,469,209,248,1,2008,270340210,
WILLMAR W-3 P-3,215,551,253,282,1,2008,270340215,
WILLMAR W-4 P-1,220,781,355,413,1,2008,270340220,
WILLMAR W-4 P-2,225,637,263,358,1,2008,270340225,
WILLMAR W-4 P-3,230,684,328,338,2,2008,270340230,
WILLMAR TWP.,235,267,148,108,0,2008,270340235,
ARVESON TWP,5,50,32,17,0,2008,270350005,
CANNON TWP,10,11,2,9,0,2008,270350010,
CARIBOU TWP,15,23,15,5,0,2008,270350015,
CLOW TWP,20,20,6,10,0,2008,270350020,
DAVIS TWP,25,27,8,19,0,2008,270350025,
DEERWOOD TWP,30,83,38,42,2,2008,270350030,
DONALDSON,35,17,6,11,0,2008,270350035,
GRANVILLE TWP,40,65,18,44,0,2008,270350040,
HALLOCK,45,604,225,369,0,2008,270350045,
HALLOCK TWP,50,64,23,40,0,2008,270350050,
HALMA,55,23,15,7,1,2008,270350055,
HAMPDEN TWP,60,30,11,19,0,2008,270350060,
HAZELTON TWP,65,47,15,27,0,2008,270350065,
HILL TWP,70,11,2,7,0,2008,270350070,
HUMBOLDT,75,24,9,15,0,2008,270350075,
JUPITER TWP,80,70,33,34,0,2008,270350080,
KARLSTAD,85,388,183,188,1,2008,270350085,
KENNEDY,90,123,26,91,0,2008,270350090,
LAKE BRONSON,95,94,29,60,1,2008,270350095,
LANCASTER,100,181,50,124,0,2008,270350100,
MCKINLEY UNORG,105,26,18,6,0,2008,270350105,
NORTH RED RIVER,110,0,0,0,0,2008,270350110,
NORWAY TWP,115,49,25,23,0,2008,270350115,
PEATLAND,118,5,2,3,0,2008,270350118,
PELAN TWP,120,29,10,15,0,2008,270350120,
PERCY TWP,125,34,8,26,0,2008,270350125,
POPPLETON TWP,130,66,23,43,0,2008,270350130,
RICHARDVILLE TWP,135,60,30,28,0,2008,270350135,
ST. JOSEPH TWP,140,26,7,18,0,2008,270350140,
ST VINCENT,145,21,9,10,0,2008,270350145,
ST VINCENT TWP,150,40,21,18,0,2008,270350150,
SKANE TWP,155,37,7,28,0,2008,270350155,
SOUTH RED RIVER,160,12,5,6,0,2008,270350160,
SPRING BROOK TWP,165,42,34,7,0,2008,270350165,
SVEA TWP,170,29,9,20,0,2008,270350170,
TEGNER TWP,175,26,9,16,0,2008,270350175,
TEIEN TWP,180,49,20,28,1,2008,270350180,
THOMPSON TWP,185,96,33,59,0,2008,270350185,
BIG FALLS CITY,5,142,78,59,1,2008,270360005,
BRIDGIE PRECINCT,10,52,37,14,0,2008,270360010,
BEAVER-MEDING-RAY PRECINCT,15,109,77,28,0,2008,270360015,
CINGMARS PRECINCT,20,22,11,11,0,2008,270360020,
DINNER CREEK UNORGANIZED,23,42,24,17,0,2008,270360023,
CROSS RIVER-DENTAYBOW,25,52,27,25,0,2008,270360025,
ENGLEWOOD-PINETOP,30,80,66,10,0,2008,270360030,
EVERGREEN UNORGANIZED,34,51,21,27,0,2008,270360034,
FOREST GROVE,40,34,21,13,0,2008,270360040,
INDUS,45,52,24,28,0,2008,270360045,
INTL FALLS -EAST WARD,50,961,383,547,3,2008,270360050,
INTL. FALLS-CENTER WARD,55,904,316,555,4,2008,270360055,
INTL FALLS -WEST WARD,60,1181,491,669,2,2008,270360060,
JAMESON PRECINCT,70,93,51,40,0,2008,270360070,
KOOCHICHING POLL 1,75,710,316,375,1,2008,270360075,
KOOCHICHING POLL 2,80,291,120,162,0,2008,270360080,
KOOCHICHING POLL 3,81,242,90,145,0,2008,270360081,
KOOCHICHING POLL 4,82,270,121,140,0,2008,270360082,
KOOCHICHING POLL 5,83,311,123,181,0,2008,270360083,
LINDFORD PRECINCT,85,15,12,3,0,2008,270360085,
LITTLEFORK,90,345,136,197,1,2008,270360090,
MANITOU SAULT PRECINCT,95,60,23,33,1,2008,270360095,
MIZPAH CITY,100,23,15,6,0,2008,270360100,
MURPHY PRECINCT,105,40,31,7,0,2008,270360105,
NETT LAKE PRECINCT,110,3,0,3,0,2008,270360110,
NORTHOME,115,119,56,51,0,2008,270360115,
RANIER,120,104,51,49,0,2008,270360120,
RAT ROOT PRECINCT,125,166,56,94,0,2008,270360125,
REEDY PRECINCT,130,47,22,24,0,2008,270360130,
SCARLETT PRECINCT,140,66,35,29,0,2008,270360140,
SILVERDALE-SUMMERVILLE PRECINCT,145,19,4,12,0,2008,270360145,
WATROUS PRECINCT,155,65,28,35,0,2008,270360155,
WILDWOOD-PLUMCREEK-STEFFE PRECINCT,160,37,22,14,1,2008,270360160,
WILLIAMS PRECINCT,165,54,36,18,0,2008,270360165,
MEADOWBROOK PRECINCT,170,72,38,28,0,2008,270360170,
AGASSIZ TWP.,5,44,25,17,0,2008,270370005,
ARENA TWP.,10,73,44,26,0,2008,270370010,
AUGUSTA TWP.,15,73,24,48,0,2008,270370015,
BAXTER TWP.,20,124,53,68,0,2008,270370020,
BELLINGHAM,25,102,56,40,0,2008,270370025,
BOYD,30,103,34,56,1,2008,270370030,
CAMP RELEASE TWP.,35,186,106,76,0,2008,270370035,
CERRO GORDO TWP.,40,125,44,79,0,2008,270370040,
DAWSON W-1,45,264,114,140,0,2008,270370045,
DAWSON W-2,50,207,73,128,0,2008,270370050,
DAWSON W-3,55,335,139,182,0,2008,270370055,
FREELAND TWP.,60,62,28,31,0,2008,270370060,
GARFIELD TWP.,65,85,30,52,0,2008,270370065,
HAMLIN TWP.,70,108,48,57,0,2008,270370070,
HANTHO TWP.,75,81,38,40,1,2008,270370075,
LAC QUI PARLE TWP.,80,109,40,66,0,2008,270370080,
LAKE SHORE TWP.,85,122,39,82,0,2008,270370085,
LOUISBURG,90,30,11,19,0,2008,270370090,
MADISON,95,901,405,457,1,2008,270370095,
MADISON TWP.,110,139,62,71,1,2008,270370110,
MANFRED TWP.,115,55,20,27,0,2008,270370115,
MARIETTA,120,77,34,43,0,2008,270370120,
MAXWELL TWP.,125,93,46,46,0,2008,270370125,
MEHURIN TWP.,130,45,17,27,0,2008,270370130,
NASSAU,135,37,28,8,0,2008,270370135,
PERRY TWP.,140,72,52,19,0,2008,270370140,
PROVIDENCE TWP.,145,114,65,48,0,2008,270370145,
RIVERSIDE TWP.,150,181,78,100,0,2008,270370150,
TEN MILE LAKE TWP.,155,96,39,54,0,2008,270370155,
WALTER TWP.,160,97,60,30,1,2008,270370160,
YELLOW BANK TWP.,165,84,60,23,0,2008,270370165,
BEAVER BAY,5,99,43,53,0,2008,270380005,
BEAVER BAY TWP. P-1,10,170,82,84,0,2008,270380010,
BEAVER BAY TWP. P-4,20,164,77,87,0,2008,270380020,
CRYSTAL BAY P-1,25,296,89,198,0,2008,270380025,
FALL LAKE TWP.,35,472,228,235,1,2008,270380035,
SILVER BAY P-1,40,369,135,224,2,2008,270380040,
SILVER BAY P-2,50,817,363,437,2,2008,270380050,
SILVER CREEK,60,804,297,483,3,2008,270380060,
STONY RIVER TWP.,65,123,66,51,3,2008,270380065,
TWO HARBORS W-1,70,528,175,336,4,2008,270380070,
TWO HARBORS W-2,80,438,138,284,2,2008,270380080,
TWO HARBORS W-3,90,618,214,393,0,2008,270380090,
TWO HARBORS W-4,105,610,183,414,1,2008,270380105,
UNORG TERR NO1,110,91,36,53,0,2008,270380110,
UNORG TERR NO2 PREC 1,115,225,79,138,0,2008,270380115,
UNORG TERR NO2 PREC 2,120,380,141,225,1,2008,270380120,
UNORG TERR NO2 PREC 3,125,700,243,442,0,2008,270380125,
UNORG TERR NO2 PREC 4,130,87,47,37,0,2008,270380130,
0005 - 1-A BAUDETTE UNORG,5,189,102,84,1,2008,270390005,
0010 - 1-B BAUDETTE CITY,10,291,134,146,0,2008,270390010,
0015 - 2-A GUDRID UNORG,15,127,79,42,0,2008,270390015,
0020 - 2-B BAUDETTE CITY,20,243,139,101,0,2008,270390020,
0030 - 3-A UNORG,30,229,123,91,1,2008,270390030,
0031 - 3-C S MCDOUGALD UNORG,31,59,23,34,0,2008,270390031,
0035 - 3-D FOREST UNORG,35,56,36,16,1,2008,270390035,
0040 - 4-A WHEELER UNORG,40,229,129,94,0,2008,270390040,
0044 - 4-B WABANICA UNORG,44,180,88,87,1,2008,270390044,
0045 - 5-B ZIPPLE UNORG,45,67,39,25,0,2008,270390045,
0046 - 4-C N MCDOUGALD UNORG,46,67,44,21,1,2008,270390046,
0050 - 5-A UNORG,50,331,191,127,1,2008,270390050,
0055 - 3-B WILLIAMS CITY,55,74,36,36,0,2008,270390055,
0065 - 2-C UNORG,65,93,50,39,0,2008,270390065,
0070 - 5-C NW ANGLE,70,93,65,28,0,2008,270390070,
CLEVELAND,5,412,176,218,3,2008,270400005,
CLEVELAND TWP.,10,408,222,173,0,2008,270400010,
CORDOVA TWP.,15,280,151,121,1,2008,270400015,
DERRYNANE TWP.,20,305,182,118,1,2008,270400020,
ELYSIAN,25,396,207,172,1,2008,270400025,
ELYSIAN TWP. - P1,30,44,24,20,0,2008,270400030,
ELYSIAN TWP. - P2,32,601,319,262,3,2008,270400032,
HEIDELBERG,35,75,39,33,1,2008,270400035,
KASOTA,40,342,138,192,1,2008,270400040,
KASOTA TWP.,45,975,448,504,5,2008,270400045,
KILKENNY,50,86,38,39,0,2008,270400050,
KILKENNY TWP.,55,231,129,92,1,2008,270400055,
LANESBURGH TWP.,62,1215,744,435,2,2008,270400062,
LE CENTER,65,1100,531,533,3,2008,270400065,
LE SUEUR W-1,75,1133,571,525,4,2008,270400075,
LE SUEUR W-2,80,845,424,399,1,2008,270400080,
LEXINGTON TWP.,85,429,234,181,2,2008,270400085,
MONTGOMERY,90,1570,693,825,4,2008,270400090,
MONTGOMERY TWP.,100,393,213,169,1,2008,270400100,
NEW PRAGUE,105,1469,792,648,2,2008,270400105,
OTTAWA TWP.,110,161,80,81,0,2008,270400110,
SHARON TWP.,115,401,209,178,1,2008,270400115,
TYRONE TWP.,120,331,158,164,0,2008,270400120,
WASHINGTON TWP.,125,518,281,223,0,2008,270400125,
WATERVILLE,130,935,405,492,1,2008,270400130,
WATERVILLE TWP.,140,433,228,197,0,2008,270400140,
ALTA VISTA TWP,5,111,54,56,0,2008,270410005,
ARCO,10,39,12,22,0,2008,270410010,
ASH LAKE TWP,15,91,36,46,1,2008,270410015,
DIAMOND LAKE TWP,20,97,51,39,0,2008,270410020,
DRAMMEN TWP,25,61,37,19,0,2008,270410025,
HANSONVILLE TWP,30,62,37,23,0,2008,270410030,
HENDRICKS,35,351,150,185,1,2008,270410035,
HENDRICKS TWP,40,120,61,54,0,2008,270410040,
HOPE TWP,45,147,79,64,0,2008,270410045,
IVANHOE,50,357,140,197,1,2008,270410050,
LAKE BENTON,55,355,188,148,1,2008,270410055,
LAKE BENTON TWP,60,114,72,40,0,2008,270410060,
LAKE STAY TWP,65,75,25,47,0,2008,270410065,
LIMESTONE,70,72,39,27,0,2008,270410070,
MARBLE TWP,75,87,31,55,0,2008,270410075,
MARSHFIELD TWP,80,125,54,68,0,2008,270410080,
ROYAL TWP,85,86,32,43,1,2008,270410085,
SHAOKATAN TWP,90,115,57,51,1,2008,270410090,
TYLER,95,601,272,305,0,2008,270410095,
VERDI TWP,100,93,64,28,0,2008,270410100,
AMIRET TWP,5,131,81,48,0,2008,270420005,
BALATON,10,314,170,131,1,2008,270420010,
CLIFTON TWP,15,124,68,53,0,2008,270420015,
COON CREEK TWP,20,138,69,68,0,2008,270420020,
COTTONWOOD,25,617,307,292,1,2008,270420025,
CUSTER TWP,30,99,47,48,0,2008,270420030,
EIDSVOLD TWP,35,117,55,57,0,2008,270420035,
FAIRVIEW TWP,40,230,133,90,0,2008,270420040,
FLORENCE,45,20,9,10,0,2008,270420045,
GARVIN,50,59,22,35,0,2008,270420050,
GHENT,55,209,84,121,0,2008,270420055,
GRANDVIEW TWP,60,150,91,52,1,2008,270420060,
ISLAND LAKE TWP,65,107,52,52,0,2008,270420065,
LAKE MARSHALL TWP,70,340,187,146,0,2008,270420070,
LUCAS TWP,75,115,74,38,1,2008,270420075,
LYND,80,176,84,87,0,2008,270420080,
LYND TWP,85,272,163,102,0,2008,270420085,
LYONS TWP,90,110,72,35,1,2008,270420090,
MARSHALL W-1,95,2026,940,1040,3,2008,270420095,
MARSHALL W-2,105,2414,1216,1143,1,2008,270420105,
MARSHALL W-3,115,2073,939,1086,3,2008,270420115,
MINNEOTA,125,704,340,341,1,2008,270420125,
MONROE TWP,130,117,60,52,0,2008,270420130,
NORDLAND TWP,135,120,66,50,0,2008,270420135,
ROCK LAKE TWP,140,157,92,59,0,2008,270420140,
RUSSELL,145,174,77,87,0,2008,270420145,
SHELBURNE TWP,150,85,49,31,1,2008,270420150,
SODUS TWP,155,155,100,52,0,2008,270420155,
STANLEY TWP,160,119,74,41,1,2008,270420160,
TAUNTON,165,82,31,48,0,2008,270420165,
TRACY W-1,170,978,424,517,2,2008,270420170,
VALLERS TWP,180,105,64,38,0,2008,270420180,
WESTERHEIM TWP,185,136,75,60,0,2008,270420185,
ACOMA TOWNSHIP,5,717,435,261,1,2008,270430005,
BERGEN TOWNSHIP,10,510,363,131,1,2008,270430010,
BISCAY CITY,15,65,30,33,0,2008,270430015,
BROWNTON CITY,20,441,240,182,2,2008,270430020,
COLLINS TOWNSHIP,25,286,159,115,0,2008,270430025,
GLENCOE CITY P-1,30,583,339,228,1,2008,270430030,
GLENCOE CITY P-2,35,735,402,305,2,2008,270430035,
GLENCOE CITY P-3,40,778,414,340,2,2008,270430040,
GLENCOE CITY P-4,45,477,272,189,1,2008,270430045,
GLENCOE TOWNSHIP,50,303,187,104,1,2008,270430050,
HALE TOWNSHIP,55,497,289,185,0,2008,270430055,
HASSAN VALLEY TOWNSHIP,60,407,249,143,3,2008,270430060,
HELEN TOWNSHIP,65,522,344,156,2,2008,270430065,
HUTCHINSON CITY P-1,70,2025,1035,919,5,2008,270430070,
HUTCHINSON CITY P-2,75,2265,1244,940,10,2008,270430075,
HUTCHINSON CITY P-3,80,2828,1533,1230,2,2008,270430080,
HUTCHINSON TOWNSHIP,95,734,465,249,1,2008,270430095,
LESTER PRAIRIE CITY,100,868,515,318,2,2008,270430100,
LYNN TOWNSHIP,105,339,233,100,0,2008,270430105,
PENN TOWNSHIP,110,186,112,64,0,2008,270430110,
PLATO CITY,115,194,126,63,0,2008,270430115,
RICH VALLEY TOWNSHIP,120,389,241,134,0,2008,270430120,
ROUND GROVE TOWNSHIP,125,166,95,60,1,2008,270430125,
SILVER LAKE CITY,130,396,204,178,0,2008,270430130,
STEWART CITY,135,306,176,117,2,2008,270430135,
SUMTER TOWNSHIP,140,314,197,109,0,2008,270430140,
WINSTED CITY,145,1213,730,450,2,2008,270430145,
WINSTED TOWNSHIP,150,580,364,202,0,2008,270430150,
BEAULIEU TWP,5,59,30,28,1,2008,270440005,
BEJOU,10,48,14,34,0,2008,270440010,
BEJOU TWP,15,49,18,31,0,2008,270440015,
CHIEF TWP,20,71,29,42,0,2008,270440020,
CLOVER TWP,25,32,6,25,0,2008,270440025,
GREGORY TWP,30,47,21,26,0,2008,270440030,
HEIER TWP,35,90,46,43,0,2008,270440035,
ISLAND LAKE TWP,40,116,57,56,0,2008,270440040,
LA GARDE TWP,45,74,28,45,0,2008,270440045,
LAKE GROVE TWP,50,88,35,49,0,2008,270440050,
MAHNOMEN,55,530,184,322,1,2008,270440055,
MARSH CREEK TWP,60,55,27,26,0,2008,270440060,
OAKLAND TWP,65,135,55,68,0,2008,270440065,
PEMBINA TWP,70,270,114,144,0,2008,270440070,
POPPLE GROVE TWP,75,71,25,43,0,2008,270440075,
ROSEDALE TWP,80,89,42,43,0,2008,270440080,
TWIN LAKES TWP,85,230,27,199,0,2008,270440085,
LITTLE ELBOW TWP,90,123,29,92,0,2008,270440090,
WAUBUN,95,183,56,120,0,2008,270440095,
AGDER TWP.,5,64,39,22,0,2008,270450005,
ALMA TWP.,10,49,21,25,0,2008,270450010,
ALVARADO,15,156,65,80,1,2008,270450015,
ARGYLE,20,331,133,191,0,2008,270450020,
AUGSBURG TWP.,25,38,20,18,0,2008,270450025,
BIG WOODS TWP.,30,28,9,19,0,2008,270450030,
BLOOMER TWP.,35,54,19,33,0,2008,270450035,
BOXVILLE TWP.,40,22,16,2,1,2008,270450040,
CEDAR TWP.,45,41,22,17,0,2008,270450045,
COMO TWP.,50,27,7,19,0,2008,270450050,
COMSTOCK TWP.,55,70,39,28,0,2008,270450055,
DONNELLY TWP.,60,16,10,5,0,2008,270450060,
EAGLE POINT TWP.,65,17,5,12,0,2008,270450065,
EAST PARK TWP.,70,7,2,5,0,2008,270450070,
EAST VALLEY TWP.,75,26,12,13,1,2008,270450075,
ECKVOLL TWP.,80,42,13,27,0,2008,270450080,
ESPELIE TWP.,85,22,7,13,0,2008,270450085,
EXCEL TWP.,90,153,76,61,0,2008,270450090,
FOLDAHL TWP.,95,53,21,29,0,2008,270450095,
FORK TWP.,100,8,4,4,0,2008,270450100,
GRAND PLAIN TWP.,105,30,13,17,0,2008,270450105,
GRYGLA,110,101,34,62,0,2008,270450110,
HOLT,115,35,20,14,0,2008,270450115,
HOLT TWP.,120,68,37,24,1,2008,270450120,
HUNTLY TWP.,125,39,17,18,0,2008,270450125,
LINCOLN TWP.,130,60,26,34,0,2008,270450130,
LINSELL TWP.,135,19,7,10,0,2008,270450135,
MCCREA TWP.,140,151,89,55,0,2008,270450140,
MARSH GROVE TWP.,145,73,46,25,0,2008,270450145,
MIDDLE RIVER,150,144,50,87,1,2008,270450150,
MIDDLE RIVER TWP.,155,47,31,14,0,2008,270450155,
MOOSE RIVER TWP.,160,20,11,9,0,2008,270450160,
MOYLAN TWP.,165,63,26,37,0,2008,270450165,
NELSON PARK TWP.,170,79,36,41,0,2008,270450170,
NEWFOLDEN,175,151,71,75,0,2008,270450175,
NEW FOLDEN TWP.,180,108,62,43,0,2008,270450180,
NEW MAINE TWP.,185,97,51,44,0,2008,270450185,
NEW SOLUM TWP.,190,139,73,64,0,2008,270450190,
OAK PARK TWP.,195,70,26,39,1,2008,270450195,
OSLO,200,122,38,81,0,2008,270450200,
PARKER TWP.,205,24,7,11,0,2008,270450205,
ROLLIS TWP.,210,72,23,41,0,2008,270450210,
SINNOTT TWP.,215,17,10,6,0,2008,270450215,
SPRUCE VALLEY TWP.,220,84,35,44,0,2008,270450220,
STEPHEN,225,295,162,162,1,2008,270450225,
STRANDQUIST,230,25,3,21,0,2008,270450230,
TAMARAC TWP.,235,41,25,15,0,2008,270450235,
THIEF LAKE TWP.,240,37,16,19,0,2008,270450240,
VALLEY TWP.,245,87,43,43,0,2008,270450245,
VEGA TWP.,250,77,41,28,0,2008,270450250,
VELDT TWP.,255,25,12,12,0,2008,270450255,
VIKING,260,45,19,22,2,2008,270450260,
VIKING TWP.,265,68,39,23,1,2008,270450265,
WANGER TWP.,270,34,10,19,0,2008,270450270,
WARREN W-1,275,431,238,177,0,2008,270450275,
WARREN W-2,280,376,184,174,1,2008,270450280,
WARRENTON TWP.,285,47,31,15,0,2008,270450285,
WEST VALLEY TWP.,290,65,40,21,2,2008,270450290,
WHITEFORD TWP.,295,24,6,17,0,2008,270450295,
WRIGHT TWP.,300,67,37,25,0,2008,270450300,
CEDAR TWP.,5,138,85,47,0,2008,270460005,
CENTER CREEK TWP.,10,127,72,53,0,2008,270460010,
CEYLON,15,165,71,91,0,2008,270460015,
DUNNELL,20,95,60,32,0,2008,270460020,
EAST CHAIN TWP.,25,175,125,43,0,2008,270460025,
